tweet,target
"And that eBay dude STILL hasn't shipped my PSU! I have emailed asking what his beef is NOW!? I have a payment receipt, goddamn send it!!! ",1
Going To The Clue Mystery Party Resteraunt Thing In Beverly Hills Tomorrow! ,1
"Gah, I don't wanna talk about Dan. It's upsetting. ",0
rain rain... GO AWAY!!! please.please! i hate driving in rain cuz i hydroplane!!! ,0
I wish I didn't live so far away from central London ,0
enjoyed the weekend very much. so much so i made it a day extra ,1
"gotta study for english exam, but i'll wait a cupple of hours ",1
listening t-shirt ,1
@iambranded Oh nothing much. You ? @Kia_LuvsDay26 Say Hey  What are you doing ?,1
@NextRevolution Understandable.  But to understand why our pres cannot speak up rt now one must understand what Bush did to our country. ,0
@imalexevans That woman is adorable!!  Definitely made me smile. ,1
@TomFelton omg that sounds amazing! i live all the way in bangkok so I don't get the chance to see shows like these  enjoy!,0
http://twitpic.com/6tt9s - @ Seattle's! ,1
it's raining ! ,0
in the words of @iamdiddy the nuggets are not locked in... ,0
just had a tonne of sad news today ,0
@simfin I would be emotionally disturbed if I ever flew back into the UK and found it wasn't raining ,0
I'm at dinner. Was gonna see Star Trek on IMAX but it apparently is only showing Friday and Satuday.  Oh well. I might see it normal size,0
"justn getn up, bout to go shower and sees watz planned for Day 1!  i miss u guys @ school but im havn a great time! ",1
just ate some real mexican food at her grandma's.... yummy ,1
@jeffyfish great news. Now I can tweet my awesomeness without picking up the iPhone ,1
Is there any music cafe in sg? I wanna drink... ,0
@julie_cutie  this sucks. Lol,0
@ardouin07 awww can't wait ,1
just missed 11:11 ,0
Feeling a bit sad and nostalgic ,0
"Just realized the down part of working for a chemical company, spills that smell up my office. ",0
"@wiredvijay Yeah, i've been hearing a lot about Lightroom from @knowsnotmuch. Will download it soon ",1
watching the hills finally! gunna miss @LaurenConrad ,0
@silahk stop saying uk!!  i want to go back there,0
@JohnnyDurham19 Had the same thing yesterday! Piriton did NOTHING! Felt so abandoned  just keep loads of tissue handy!,0
"Is confused. It's still hot, but the sun has gone away ",0
My tummy hurts badly since I ate spaghetti. How cruel is that? It's my favourite food that my dad makes  it shouldn't hurt me.,0
@lsirowy I don't like this ,0
"@ToddLarason Huh? As far as I know, creativity is straight &amp; gay. Why dya ask? ",1
Home from a frustrating day of chemo.  Seems like they think they can ignore me and expect me to be okay waiting for 3 hours for a shot! ,0
@legator02 With your work schedule the real question is - do you watch anything? ,1
@studiojfish I know! A whole country bought one of my lowly hats! ,1
"@Sarahndipitea like, today tomorrow? Friday is ur birthday? ",1
@MarkMeharg hahaha thanks mark!!! i sent out the help signal just about everywhere lol!! say thanks to jeff for me ,1
Well that was a great weekend! I'm going to have to keep hanging out with her...!   ,1
"@novarez WOAH, THAT'S AWESOME! I WANNA BE IN YOUR SCHOOL SO BAD, IT SEEMS FUN!!! ",0
@ColorblindFish Aw. Too sweet. ,1
Am bk in Uni 2mora  deadline rs arriving n times flying by i wish everything wud slow down so i can enjoy the time lft xxx,0
wants go get twitter on her blackberry but doesn't know how!  x.,0
spend a damn hour with whole damn panic.. damn! ,0
@MelissaKellas thank you for the happy hewitt anniversary call!  Hewitt was never the same once we were hired together!  ,1
@WcFieldsisaDick LOL thanks I thought you just *really* liked Hole ,1
@LiZAmtl  good morning btw,1
No movie too late. Poor Rupert looks really sick ,0
"@officialTila dude this chick is psychotic, she is like posting everything you write lol i feel bad for you tila ",0
at tandoori temptations. LOVE Indian! ,1
@laurapasik  well couldnt sleep so am up now ,0
"Who would have thought when you put nik garcia, and shane payton together all you get is them being totally stupid and lame. Lmao. ",1
"Sun, heat, job  When i will have my holiday people ! It`s only monday, but i`m already waiting for the weekend!",0
dad's BBQ ribs for dinner.... dammmnn its good to be home ,1
@TonyRush It's also amazing here in Phoenix! Sunny skies ,1
@GabrielaElena @valgal210 shall I suggest those? ,1
#FollowFriday @JArmintrout is a genius writer who soon will have world-wide acclaim for her talent. Her books &amp; Tweets are a JOY to read! ,1
is organising a group to go to the cinema on his birthday to see the new transformers film damn not having peoples numbers ,0
I think I have a corneal abrasion... ,0
@syncerepapi girrrrl it'll grow back even nicer! and for now u got them cute little twists... don't be mad please ,0
Remember When just expanded ,1
working on the church dedication teaching for this Sunday - pretty excited ,1
@Gracie86Grace  i just think shes great. And im trying to conjur up a way to get on her show..lol..a little crazy i know but (contï¿½,1
setting in the hair salon with my mom. ,0
OMG! I DISCOVERED THAT THEY ARE PROBABLY GOING TO MAKE A ZOOLANDER 2!!!! OMG!!!!!! YAYAYAYAYAYAY!!!!! ,1
@kyletolle I want in on some Trillian BETA! ,0
@britdior Not a damn thing! ,0
Ahhh my voice.. U really don't know what u have until its gone  somebody say a prayer for my vocal cords,0
@suplisa omg i went hunting in asda for it last night i had a real need to watch it! they didnt have it though ,0
@Papapishu i had only a vague urge and no concrete plans. tonight i hafta write an editorial ,0
@Linooo i knoww i feel sorry for justin more  x,0
"@wedgienet i just tried it out. sorry, you need the cd ",0
"i hate school. even though, today i'll go to school just in the afternoon ",0
@chrisunthank SWEET! Was totally tryin to think of other pixar puns-i got nothing! ,0
Spent some time with my dad today ,1
I cant see anyones profile pictures.. is that happening in Twitter today? or is it my computer ,0
"is off to see the wizard, the wonderful wizard of oz.. becoz.. becoz.. becoz.. becoz.........i can ",1
folding clothes while he cooks lunch ,1
hello!!: Hello all  I've been lurking around here for the past few weeks.  I am starting at 296lb  and have over  100lb  http://is.gd/Qszj,0
"Goin to see a movie, see ya ",1
"@Tyrese4ReaL take sum pics, i like ya vest you wearin  see ya took ya mask off and thru on a hat lol",1
hates life right now!  tired dont wanna work tomorrow! ,0
"@tonesa that's true, all the jeans look like capri's ",0
Patriots Day isn't the same down in South FL ,0
@DavidArchie well david i'm not sure if i can do it this time but i will try my best  i don't want to disapoint you again =(,1
This is the third time this week I've watched Beauty and the Beast. Haha. ,1
@simonapps Sounds interesting - would love to see the results when available! ,1
"Discovered how to add LEO, XING, FACEBOOK Customized search to Internet Explorer 7. Took me 4 approaches. Software is that easy ",0
@pbadstibner That''s ok. Anytime ,1
"@MelinaKDallas YEAH, EXACTLY, sometimes blogger just sucked ",0
nothing at all ,0
@mtstanford wtf how you get @noreaga to respond to your bitch ass...bet he won't respond to mrs. nine  LoL,0
@freddymusic Couldn't be more different from the awesome heat I'm sitting in right now ,1
"@Sarah_Lady Ooh, hark at you with your sensible, proper answers! ;) Cheers for that - hadn't considered &quot;drowsy&quot; meaning &quot;not-mental&quot;! ",1
@sethsimonds Some of the best advice I've heard in a while! ,1
fed up to the back teeth  !!!!,0
i'm off now  bye twitterland *waves* xx,0
'Bout to head to bed. I'm so burnt evrywhere!  But at least I'll gain a tan outta it! Can't wait for Friday morning!! ,0
"@mileychugefan is right,you can give critics @mileycyrus but dont hate her. is it im right? ",1
going to watch gossip girl soon. I almost cried in Gilmore Girls this afternoon. hate it when they fight ,0
Thank you for the hug @Sensitives Luckily this week is a busy one for me! Hope yours is great too! ,1
gr8 2 meet @adventuregirl at #140conf - will b cool to get our pups @mrwrigglesworth and @iamneiman twittering ,1
Am so tired!! I have a poorly twin with a fever and diahorrea ,0
"@charlotteSK feel better, pally! ",0
@syamira723 we can still twitter with less people!!!! ,1
no more bmw touring cars ,0
"@MrProlific lmao!!! srry yo mekhi rockin my wrld ths morning , I just want to lay dwn ",0
Okay home from gym &amp;&amp; tanning visiting the work place round 2 the MTV awards  see u thereeee,1
Took Sarah to airport this morning at 5am to catch her flight to Japan.  wow!... I cried so much. What will I do for 2 weeks without her. ,0
"@AliMepham aaarrggghhh no not the taxman   Reminds me, I need to do my tax return....",0
Just thought up a short story exercise that sounds like fun for me. ,1
"got home with 2 boxes of churros from dulcinea, a new pink laptop sleeve...and oh! i drove the car, too! i'm finally DRY when i go out ",1
@lilbucknuts41 not an option ,0
@shmeggers i wanna learn to breakdance ,0
@dinuks yeah..and i have this stupid Windows Starter thing where only 3 different progs. can be open. minimize was really working for me. ,0
&quot;Sometimes 140 characters just isn't enough&quot; hahaha. thank you trace. ,1
@splodz so are we  Enjoy,1
"@lucasreinds had a good lunch, always a good thing to hear ",1
Omg I just realized how much I luv summer !! ,1
Hates feeling like this all the time. I hate crying ,0
"@savapl Haha, ohhhhh! My silly brain couldn't figure it out. Sorry  Thanks for posting the pics! And yay for lil' flower bulbs! What kind?",1
"@AeyalGross 106fm does involve the required amount of pure trash, sadly. it won't do. and pardon my Siouxue ",1
@tevarra @bkalai my Motorola S9 isn't seen by my iPhone at all! ,0
has to work at 8 tomorrow.  ,0
"@JackieVee Yeah, at least she's with us!  I'M HAPPY!",1
On Friday I accidentally made someone hit their nose on a plastic swing. I think her nose is broken. i feel so bad ,0
@LeBron_Kingdom I know  I know. What more do the Cavs need?! Gahhh lebron with 44 pts and still lost.,0
Hurt my ankle working out this morning  ... but I've lost 18 lbs &amp; I'm gaining muscle!,0
i'm going to sleep see you tomorrow twitters ,1
"@unogates Lmfao... Hmmmm, thinkin bout it. What should I try??? I'm goin thru sum things, need 1 badly ",0
i want a sony dsc t900.  then again i also want world peace.,0
@JazzyLadee1908 laundry. &quot;golden girls&quot; marathon just started. u know what i'll be doing 2day ,1
Bored! Hate not being able to drive ,0
@cwinskill Our Financials software products. Work stuff... ,1
@tompauley My paintings are now available as prints online at  www.mpattinson.smugmug.com  ,1
@McGiff Aw thankyou for replying  its made my bad day better  im sure it's better than mine though! im watching you on LW now  xo,1
Guess who has internet at her house? *raises hand* And it's not dial up. ,1
"good night twitter world,tomorrow at ofri''s house ",1
"Also, my nipple flaps arnt stitched down ",0
My bday is next week.  Ya takin me out?  ,1
@JaneLillian I miss you ,0
@summy80 do you have cake too? That always makes a job better! ,1
wishin' i was where all the good things happen. my life is soo boring  needa get sumthin to do!!,0
Morning all! Was up at 07:30 but have only been able to tweet now. Time for some nutrients. SuBo  Sunshine ,0
"YAY!! LA ZOO WITH MY BBYS &lt;33!! i wish i could use the GPS on #squarespace to get there! TOO BAD I DONT HAVE ONE, WE'LL GET LOST INSTEAD ",1
"@iKurt im glad, all that hot weather was doing my head in, although the ladies will be going back inside ",0
I lost 10 minutes of my life just by waiting for elevator ,0
refuses to use twitter...psht. ,1
@Momosmommy aww thanks girl. he passed away about 5 yrs ago.  fathers day is always hard for me.. booooo,0
@brianna_love aw i'm not goanna get to see you tonight   cos i have to leave tot's early to go to missy's bday party. pullin a double haha,0
MBP screen won't turn on. Guess I'll take it to the mac DR in the morning. ,0
"Jordan Sparks may have the jam of summer, but the atomic barrage of tweets forced me to vote her off the island ",0
check out all my photoes here : http://phanax.deviantart.com/gallery/ mostly political photography ,1
@paulaparanoia you should spend the night with me tonight ,1
Ate too much dinner ,0
I wish I wasn't awake right now. ,0
"@YoungQ Always ask GOD 2 giv u wat u deserve,Not what u desire. Your desirez may b few bt u deserve alot. Good Morning my friend! ",1
@mrsduplayee yes csection  she couldn't come out bc the cord was wrapped around her neck. It's all good  tho. She has been so quiet.,0
@JimFormation Bahahahahahaaha!!! I thought of you when I was typing leo-pard!!!  ,1
What have you done Leighton Meester!! Shame  It's so true @trixtia .. check PerezHilton.,0
 .bueno good bye. good night,0
"Last night pool party, yummy food, today pool &amp; dinner out.Received picture of Hannah with Easter bunny.She is such a loving  child.",1
"I have some sort of mega stomach ache of death, I'm going to bed ",0
Yaay!  Talked to the wonderfull @Supricky06 on his BlogTV account!  Ur wonderfull! hahaha ,1
I Wrote Somethin! Yall Wanna Hear It?..?! ,1
Thanks Bolivia - you cost me Â£75 in my bets y'day!! Mugs game ,1
Power has been out for hours. No productivity. Not cool. ,0
@4everbrandy mayb get some lessons b4 summer n make her smile ,1
locked out of facebook ,0
@kaylaoh oh dear  im sorry boo. My dad didthat last night too ,0
Pulled out of trial  coming home tonight,0
The wait for the updated iPhone (@iphone) software is almost unbearable - so sad and geeky but I don't care! - 6pm feels like years away ,0
Finally home.. Gotta b up n an hour and a half...  but tonight was definitely worth it!!!!,0
Sunshine is fantastic and so is throwback Pepsi. ,1
was bit by someone and I think she was a bug. ,0
i dont want to make my homework....arghhhhh ,0
@stephjonesmusic The vid was B.A....and I love your recap at the end.  Definitely can't judge a book by its cover. You're awesome!,1
"@koriannespeaks feel better soon &lt;3  and i have no food to share with you, sorry ",0
#followfriday @likemark get him to 300 followers ,1
http://twitpic.com/5cnwh - Clouds above my garden ,1
"If your SO says, &quot;You don't think I'm hot,&quot; saying, &quot;I don't really think anyone is hot,&quot; is not very reassuring. ",0
I don't want to study ,0
70 free color-scheme icons in 32/24 and 16px sizes - easy to adjust on web:  http://bit.ly/usMz2 - must say this is a promising project ,1
"Lookin thru fotos from last nite n feelin a bit low, my friends r ridiculously gorgeous n I look so bad in comparison.. ",0
@bus_to_subway ...oh you know the usual..8-5 grind!  Enjoy the game tonight! Bet your seats are by Matsui haha,0
"little studyin than jumpin to bed yeahh  I spent my day like this: I woke up,watched TV,than ate somethin (sandwich and diet coke ) than..",1
@dylynndesaint librarians?  you wrote a story about librarians??? ,1
have some work ..so i m in office ,1
Happy birthday @robmademedothis and I hope everyone is having a better day then me. ,0
"grubs up  so nice being cooked for, I feel like a princess every time",1
@annadiaz That really sucks!!!  Have you tried talking to him/her/them about it?,0
@krisy0987 noooo!!!! Not cereal. ,0
BluWater on Greenlake sorta sucked tonight. ,0
My neighbor's dogs were howling along to that song!  #hhrs,1
Will I ever solve this puzzle of my life? Pieceing it together is so hard... I'm so confused. ,0
@agustinaimi thanks ,0
YAY! Canadian hostages back home - landed in Halifax this morning ,1
"@7rex only if you use your hands! If not, it's called the nookie pokie ",1
@AGEMSORARE cause it took me like a hour just to bowl one time....lol and i still would gutter ball it lmao hahahah ,0
can't believe she's on a break.... has loads &amp; loads of work to do.... ,0
at work once again. it never ends ,0
watching totally spies. ,1
Google &quot;taking over&quot; the White House? http://bit.ly/gLwOB ?mod=,1
Just dropped a frozen pizza perfectly on my big toe. It hurts like a mother and is definetly going to bruise ,0
Last school day with my broski ,0
Already finished my book.  why do i never remember to bring more than one?,0
"@dmf71 I should change my name to qoosfr (queen of obscure science fiction references) instead of cbn2, which only 1 person understands. ",1
@sas73 you can steal my cowgirl hat. Not at all mary Tyler moore though ,1
@areee Hola Mamita  Thanks for the #FF love. Too sweet! Wishing you a wknd as stellar as YOU are! Besos from Cali baybee xox,1
Karate kid is a good movie ,1
NYT says no to strong abs = good back  http://well.blogs.nytimes.com/2009/06/17/core-myths/?em,0
So it would appear Apple are releasing iPhone 3.0 software 17 June 'American Time' as no update this morn ,0
@ohmeabby: no probs! we're kimbum's lovers ,1
My xbox got the red rings of death after being on for two minutes ,0
I love and miss my boyfriend so much... I know he has things to do at the house with the kids as well... ,1
@summer_eyes he is a gentelman ,1
My baby arrives on Monday alas  #fb,0
Hubby gave me the day off today. Ahhh. I canceled his Sunday reservation at Chateau De Bow-Wow ,1
@daisydaisyk what festival and year did you see Goldfrapp please? ,1
is going to have a fantastic weekend!! Going to see No Doubt Saturday because my cousin Julia kicks ASS! ,1
@searchguru grin. Good theory but mistaken--I think! ,1
@ohwhereismylion i go places alone. there is nothing wrong with it   have fun with the family!,1
What a night ,1
a porn star is following me on twitter ,0
@oliverker I think it's safe to say this will be easy. It's essentially a page of tabular data. Cake = yum ,1
Nooo lol its with melissa and a few other people i think!! ,1
"wow I'm popular this week.  Invited out to something new almost every night, too bad I can't go to all of them. ",0
@twinkle47 brrrr it's only 13 degrees. I hate cold weather. I do have pink cheeks though ,1
@catjaagnstoft I love Voldemort too! ,1
enjoying a fathers day meal with mom and pops before heading back to boston for my last week with the guys. move home saturday ,0
WTF! Got an error  The XXXX cannot be updated at this time because the iPhone activation server is temporarily unavailable,0
@ladybug8320 have a shit load of washin to do cos my uniform is in the middle of it somewhere and its back to work tomorrow ,0
"LIVE FROM NEW YORK, THIS IS SUNDAY NIGHT. AND I FUCKING LOVE EVERYONE his is my 10,000th update  â¥",1
Puppy sitting my Boss's pup. My dog isn't happy about it. Broke a nail in the process ,0
VPN got jacked. At the office today. I'd be a little bummed if these doughnuts weren't waiting for me ,1
@19mark90 HELLLOOO  WHAT ARE U GUYS DOING UP STILL??! waiting for me i presume?? haha,1
"@cherrycoke1969 Yeah, but there's nothing really to say about it. Breakfast pizza? ",0
@Laurenandhearts @nieshaaa getting 2 more teeth taken out....no idea how im gonna eat 2morrow... ,0
isnt feeling to well  sucks to be me aii haha oh well,0
"@RyanSeacrest hey ryan, it's Bruno, from italy! the things i want the most is seeing my idol Britneyspears!please gimme a ticket ",1
@nutmegpuppy bcuz i don't know how to do anything!! ,1
@abdel1988 LOL i'm not sad! I just said that so someone would talk to me &amp; you did! YAY! ,1
Ugh I only have 24 hours next week  damn you mondays!!!,0
@cerrithwen seriously? Your day officially beats mine ,1
@JohnAmussen Ione Sky never did anthing for me.  Must be a boy thing.  Wonder where she is today?,1
"@LaBibliographe Yeah, certain allergy meds can make you really sleepy. ",0
@mrstrumpster Yesss I'm so bummed...i loved that show sooo much.  I miss jess too hehe,0
@ryannarciso well i guess you need to rest now . ,1
@Danwhitemagic here's a pic of what u missed  You have to make it to the next one!  http://twitpic.com/8cxq8,0
just found out there's a dead owl on my yard ,0
I miss highschool  AHS was so fun now that I think of it. Once an Atom always an Atom.,0
What's that smell? Oh I must almost be in Oklahoma. ,1
Can't stop listening to love is on it's way by JB   haha,1
Got my temps! ,1
"be kind to me or treat me mean. ill make the most of it, i'm an extraordinary machine ",1
@Omgkatie I'll be like &quot;woah hot stuff&quot; haha ,1
@tristasutter She is beautiful.  ,1
@Linz__marie definitely! I'm so exited! Haha..do you babysit tomorrow? ,1
Paking my ski stuff up and then im going to head gome....   ,0
@alexandrahalle i wish i could b there.... ,0
Where's my friends???  I'm miserable right now.,0
"Leaving a mexican flea market, headed to the south point mall ",1
@LukaIsntLuka I tend to do a lot of my day-hours shopping over here. Moonlight Sushi is in the area as well ,1
Watching 'The Univited' with Chy (@shishi356) I ? this movie!!  //I wish @tccrt3r  and @varsityfc the best of luck at their show! ,1
@adamsconsulting yeap as always coffee never failed me LMAO. Doing great here ,1
@TheCharmQuark Thanks for the follow. I used to live in Manchester (20 years ago). We quasi mancunian writers should stick together  AJH,1
has catched a cold -.- and the sun is shining.... ,0
"@GStuedler Well I'm not allowed to have anything  My husband's grandfather at one time had an AK47. How he got it, I don't know.",0
"This week will disappear soooo quickly. Don't really mind, June getting closer ",1
On the bus  woohoo sitting next to @denisejonasx3 gunna try to make a video of the ride,1
Feeling better and hoping we all allow ourselves to be open to the possibilities ,1
had spagitti bolanaise (can't spell it!!) it so so yummy mmmmmm ,1
@luvsharie Um...sharie...I reply to you all the time....you don't reply back. ,0
@torilittle I love that dog......  ,0
"Tonight will be so boring! No BGT hotel and chances are, I won't see the contestants again.  Pity, I really liked some of them.",0
@hiroko6 Tanjoubi omedetou! Did I get it right? Enoy  your special day. ,1
@reykai me can't have tea anymore kak cici *envy* the belly won't accept no more of it ,0
@haileybee summer school sucks  i kept wanting to fall asleep,0
sadjlksLHK;GDK WANT. @chamcircuit. NOW. Darn post... I really hope mine is one of the 300 Alex signed (but I doubt it  ),0
last Long weekend ahead then dry spell of pub.hols. Oh well.  keep on swimming _Doris from Finding Nemo,1
I want my prince charming...with great hair ,1
"Can't stop listening to the clips of @Jonasbrothers new album Lines, Vines and Trying Times its so amazing can't wait for the whole thing ",1
@mzzblondy WHERE U AT I NEED MY HAIR DONE ,0
@nicolemariexo =( well this is your last week of school and you get out early 3 days out of 5 ,1
I'm super sleepy  think it's time to retire now. Nite all.,0
Watching the wrestler curled up on the couch in MY blanket ,1
Is grateful there is a James Bond film on tonight - I need the escape. But I also now need a mid 70's Lotus ,1
I honestly have the sweetest bf ever. How did I get so lucky?? Sowwy for being poopy sometimes  Best 11 months (&amp; counting) of my life!,0
I wish there was something for dinner. ,0
still sick  cant shake this cold,0
tree planting in the AM ,1
"200 words over with still more to write, lame. burritos for tea ",1
Actually had a good time and just might go next Sunday. ,1
@luckystarlaura was there yet another semi final tonight? ,0
i watching Berlusconi on channel 5  he's great lol,1
@shooop got 'decisions' on repeat now ,1
"@xcori heyyy it is fine, any amount is good  I just need to sample the atmosphere... or something like that.",1
@lmkaetzel: they dont have bones ,0
@Mocha4yuh dont slow down at the slots  especially if you pregame..that can be dangerous,1
Ready for tonighttt! ,1
I'm eating chocolate brownie Ice Cream... soooo good! And after going to the gym no less. My life makes no sense and I like it ,1
@lauredhel Tell him that your friend Natalia is losing a real tooth at age 24. That should be of comfort! ,1
You should retweet others good tweets at least 10 a day to get involved into things at twitter ,1
at the hospital.. my friend's grandma fell &amp; broke her pelvis ,0
@mr_ceebs @Syondeli I was given it amoung some better cheeses so thought i'd give it a go. More fat definatley preferable to less ,1
@RozD I'm sorry!! LOL I don't have it  - any ideas if it is online anywhere o.O,0
@dannywood wow sounds amazing! Wish we were all there. Ps its my birthday  xx,1
@KiahxKitty: about to shower off 3days of absoloute filth  damn! Im so fucking classy. (you dirty little strumpet!! hehehe),1
toooo hot outside... working on my petroleum-presentation... ,0
@missjeffreestar i think Bill Kaulitz should guest star on your prisoner remix  I love you Jeffree,1
@fugueur thank you  x,1
@JustDes I'm good. catching up with assignments though...not funny!  what u up to?,0
"@mileycyrus u need CHANGE ur hairrr!!! a new look change, changeee!  change isss sooo good,.",1
@stellalows: iyaah  everything is perfect in the weddingg wheeeeeee ,1
i still want some blind company though  might ring my buddy jerimiah in a bit,0
is using her 100th twitter post to wish everyone a very good long weekend! enjoy!!! ,1
Yao out for the rest of the playoffs  ,0
Woohoo! Hanging out with stasha before impact meeting! Yay! ,1
@BillGlover the thai BBQ is on the back street. http://bit.ly/10UFry  u mean é¿å©è±è?è±? i miss them ,0
@thebrandbuilder it's hard to get them mixed up  but I understand what you're saying.,1
g'night tweeties ,1
"Oh, and clothes are expensive in Oz too.  You pay 30USD for a T-Shirt that costs 90AUD here.  ",0
"@brandondotjp If you go to the mgs.fangamer.com order page, add a shirt or bag, and click on the tag, it'll popup with a larger image! ",1
Studieng once again ,0
@nickjam HOW RUDE. I like her now ,0
@Galiiit well then i was installing shit on my computer and got distracted for like 3 hours ,1
@Lamoomita I feel a lil better bronchitis still kickin my ass..... Might not be able to go out this weekend ,0
@ddlovato http://twitpic.com/2cfqc - Hey you are cute... but I see so much more ,1
@Kitt69 I feel for you...luv ya and get better xx  Bacon is always goog...ur on the right track  Night..,1
@cassimarsh Hey Hunni  I replyed on bebo instead of here coz I needed way more than 140C (Its more like a lifestory) ;) Lol ILoveYou x x x,1
"Goodbye people ,Thank y for answering me Â¬Â¬| ok awww.. 12.05 A.M. :| It is late !  I LOVE JONAS Though they do not answer me  . Gianni !",0
wondering if friend in the US'd be willing to accept delivery for an Etsy pkg and re-ship it to me pre-wedding. Seller won't send Int'l. ,0
Sad about my car ,0
"stilll here, mc donalds was yummy and daisy is lovin the hell out of me, pics of the most adorable rottie later ",1
Would you believe I stood outside my apartment building and played for $ as ppl from the DMB concert let out? Woo! Crazy stuff ,1
"Anybody doing a contest for Joe/Chico DeBarge tix @CenterStageAtl this Thursday? Gotta fix my AC, so there goes my &quot;fun money&quot;  #airfail",0
hm seems to have been because my blog was marked as a phishing site ,0
Okay great I finally downloaded Pangya. I love bigdownload.com!  Pangyapangyapangya craze~,1
@TimeWarnerKabel @sammyistheshizz  I do want some buffalo wangs ughhh so hungry but broke  &amp; mom's gone,0
@highdigi Nothing worse! Rain has just started here so im glad of bein' inside. Thanks Jonathan..talk to you later. ,1
@respekfresh im not on my sidekick its dead  did u got to the youtube i sent u?,0
Calling it a day. I have like 4 and half hours to sleep ,0
"@KaleyCuoco I'm sorry, i didn't look at your picture first, it seems it's not a skateboard but some kind of moped  but still, ur hot on it",1
"@Billy_Hamm Lucky guy!  Tell Conan hello for me.  He and I are old buddies...really, we are!    I'll have to d/l the show and try and  ...",1
@angelface0608 It's supposed to storm so I doubt we will walk this morning ,0
really crappy week...... i dont wanna say goodbye ,0
just landed in atlanta. what to do for the next 3 1/2 hours.... hmmmm. mom forgot to give me palookaville to watch. ,0
Missin my family.... ,0
The whole Twitterverse is totally in awe with the just release New Moon trailer. Books are great movie is ok but Bella  http://tr.im/n2Np,1
@Flight08 yeaa it is ,1
"@bradhfh I can't wait for hfh new album, I got your free demo of bright lights at Take Action and I can't stop listening to it ",1
No bangles today... Feeling kind of under dressed  http://twitpic.com/6evtg,0
"@sandraPersson its gonna be i think, because we have danish and math exams  so i'm actually a little nervous",0
"Back home , bought some spaghetti ingridients , I'll cook tommorow a dinner for two ",1
@MadisonsMixtape Let's do it! ,1
@Farctum Brilliant. Good luck with that. ,1
"Thanks hun, problem is, its not them its me. Ineed to re-locate my self-esteem  Alcohol doesnthelp.",0
@Sexyjoy386 Oh i just made Nicole a background for her twitter ,1
Raincitylady also gifted me with allergy medicine - I am very thankful ,1
2 more finals left. That japanese final was a easy as fuq. ,1
I will be fighting the urge to buy Brit tickets all day....I'll make it.... ,0
@Hetty4Christ  He is Lord and Im alive cause of Him ,1
@DatBoiTony i have your planet terror dvd. it was still in the dvd player when i gave you back all ur other dvd's. ooopsie poopsie ,0
"@katie355 LOL. Look to the right of where this message is and there's an arrow, next time you want to direct a message at me, click that ",1
@asronline haha. Used tho... ,0
"getting ready for school. last finaal test today!! all i ate since yesterday at 7am is jello, yogurt, applesauce, and a little pastina. ",0
Getting ready for work...Monday is here again.  ,0
@elaraj I will! rotten tomatoes gives it 95% so far ,1
"@mcraddictal Don't be..  Yeah, cause one day I was out, and I was going out with Gerard (Before we went out), and other friend..",1
@AcademyforMen love your magazine! do you only have photographic submissions by male photographers? or are girls allowed? ,1
has just made a twitter account ,1
 Relay for lifee!,1
": EHEHEEHE, who's the lioness NOW, bitch! ",1
Had a lovely time sat in the sun eating vimto lollies n chew bars with Lewis. Now home to mine and drinks with him n Rachel  nice day,1
@McFLYFan_Katie yup and hey could be intresting (probs not though lol ) ,1
"@tommcfly sorry, i dont know......  maybe Eminem??? xxx",0
Wtching bbf ,1
@jazz3586 end of this month! ,0
The incoming exit polls of the elections are putting me in a some what hopefull mood: extreme right (read racist) is losing quiet a lot ,1
"Even with all the weight loss, my chest is still 48&quot;, so I still need to wear XXL shirts or else the shirts are too tight on top ",1
@ManualSearch HEY! not as much as before.... ,0
I wish my Grandma could make me a spinach pie for my birthday ,0
@spicedogs I woke up a lot but I did sleep well! thanks! ,1
"Marching day of percussion, then jessicas recital...im so tired ",0
"@TreeFalldesign ooh yes, need wine. Running around driving kids all over place til about 9 so have to wait ",0
Well the sun is well and truly gone. Welcome home rain! ,0
nao teve hey baby ,0
@Ashtarte I was just about to reply to your text.  Not unexpected but it still really sucks. ,0
"I'm supposed 2 hav 26 pts. daily. Accordng 2 ths site Sue shared w/ me, I'd 45.5 points yesterday  http://trunc.it/kj1v",0
"@TatieKatie @sez101 ok guys, but I'm on the train home at the min and my laptop is broke  might be able to tweet some pics using my phone!",0
I hate when it looks warm outside but u step out and its 20 degrees less than what u think ,0
attention; @sbsisi went to go buy my wedding ring! ,1
Want to listen to the David Mann interview on TJMS but it's not playing. ,0
Since I started running again today is the first time I did 2 miles without stopping!! ,1
Oh my god Sea Fm are playing Nikki Webster... time to turn better music on  Short Stack!!,1
Noone in class wants to talk to me cuz I have swine flu ,0
@dannykurily: i wish i still had legos! ,0
@amy_wright  And a very lovely Fringe it is. Come and stand in front of my TV at 10pm in place of the TV show I'm having to miss ,1
Battery is down to 5%  I guess it's that time. ,0
NOWAREHOUSE shut down by the police. they're looking for new spaces to have shows in bmore. help them bruthas out. police= ,0
@misswhipass that hurts ,0
"I can smell @mattwoooo eating crisps from across the office, I must have a heightened sense of smell... but no Adamantium claws ",0
Watching gran torino. Aww. Sad ending ,0
@betsymaebartlet lmfao omg hes so fucking cute ,0
@theninjabear whats your myspace URL it wont let me seee your bulliten ,0
